lang~co~link~a1~a2~a3~a4~a5~a6~a7~a8~a9~a10~a11~sum~tot
tg~Jamaica~https://tg.wikipedia.org/wiki/%D0%AF%D0%BC%D0%B0%D0%B9%D0%BA%D0%B0~ 0~  0~  0~   5~  3~ 0~   4~   5~  1~  0~ 0~  18~  9566
ta~Jamaica~https://ta.wikipedia.org/wiki/%E0%AE%9C%E0%AE%AE%E0%AF%87%E0%AE%95%E0%AF%8D%E0%AE%95%E0%AE%BE~ 0~  0~  2~   0~  0~ 0~   4~  10~  0~  0~ 0~  16~  9487
te~Jamaica~https://te.wikipedia.org/wiki/%E0%B0%9C%E0%B0%AE%E0%B1%88%E0%B0%95%E0%B0%BE~ 0~  0~  7~  58~ 12~ 0~  13~  24~  3~  0~ 0~ 117~ 59902
th~Jamaica~https://th.wikipedia.org/wiki/%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%88%E0%B8%B2%E0%B9%80%E0%B8%A1%E0%B8%81%E0%B8%B2~ 0~  0~  7~  46~ 36~ 0~  42~  61~  5~  1~ 0~ 198~ 16827
tr~Jamaica~https://tr.wikipedia.org/wiki/Jamaika~ 0~  0~  2~   4~  3~ 0~  19~  24~ 14~  0~ 0~  66~ 20523
uk~Jamaica~https://uk.wikipedia.org/wiki/%D0%AF%D0%BC%D0%B0%D0%B9%D0%BA%D0%B0~ 0~  1~  9~   6~  1~ 0~  14~  17~ 13~  0~ 0~  61~ 38695
ur~Jamaica~https://ur.wikipedia.org/wiki/%D8%AC%D9%85%DB%8C%DA%A9%D8%A7~ 0~  0~  1~   2~ 10~ 0~   8~   8~  3~  2~ 0~  34~ 10588
uz~Jamaica~https://uz.wikipedia.org/wiki/Yamayka~ 0~  0~  2~  18~ 13~ 0~   9~  23~  8~  0~ 0~  73~ 15896
vi~Jamaica~https://vi.wikipedia.org/wiki/Jamaica~ 0~  0~  6~  42~ 21~ 0~  15~  35~  5~  0~ 0~ 124~ 18106
cy~Jamaica~https://cy.wikipedia.org/wiki/Jamaica~ 0~  0~  0~   3~  4~ 0~   3~   5~  1~  0~ 0~  16~  8306
yi~Jamaica~https://yi.wikipedia.org/wiki/%D7%93%D7%96%D7%A9%D7%90%D7%9E%D7%99%D7%99%D7%A7%D7%A2~ 0~  0~  0~   1~  1~ 0~   1~   4~  0~  0~ 0~   7~  5316
yo~Jamaica~https://yo.wikipedia.org/wiki/Jam%C3%A1%C3%ADk%C3%A0~ 0~  0~ 12~  59~ 49~ 0~  26~ 110~ 43~ 15~ 0~ 314~ 15449
zu~Jamaica~https://zu.wikipedia.org/wiki/I-Jamaica~ 0~  0~  1~   0~  0~ 0~   1~   3~  0~  0~ 0~   5~  4121
af~Japan~https://af.wikipedia.org/wiki/Japan~ 0~  0~  6~  69~ 33~ 0~ 182~  88~ 69~  2~ 0~ 449~ 82435
sq~Japan~https://sq.wikipedia.org/wiki/Japonia~ 0~  0~  1~  39~  8~ 0~  24~  61~ 10~  1~ 0~ 144~ 45328
am~Japan~https://am.wikipedia.org/wiki/%E1%8C%83%E1%8D%93%E1%8A%95~ 0~  0~ 16~  46~ 50~ 0~  39~ 143~ 29~  6~ 0~ 329~ 35467
ar~Japan~https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D9%8A%D8%A7%D8%A8%D8%A7%D9%86~ 0~  1~  8~  60~ 47~ 0~  41~ 144~ 50~  6~ 3~ 360~125386
hy~Japan~https://hy.wikipedia.org/wiki/%D5%83%D5%A1%D5%BA%D5%B8%D5%B6%D5%AB%D5%A1~ 0~  0~  1~  30~ 24~ 0~  20~  57~ 35~  3~ 0~ 170~ 57031
az~Japan~https://az.wikipedia.org/wiki/Yaponiya~ 0~  0~  8~  60~ 45~37~  72~ 270~ 75~  6~ 0~ 573~100544
eu~Japan~https://eu.wikipedia.org/wiki/Japonia~ 0~  0~  4~  31~ 24~ 0~  37~  48~ 27~  5~ 0~ 176~ 63717
be~Japan~https://be.wikipedia.org/wiki/%D0%AF%D0%BF%D0%BE%D0%BD%D1%96%D1%8F~ 0~  0~  9~  20~  5~ 0~  19~  47~ 11~  2~ 0~ 113~ 48567
bn~Japan~https://bn.wikipedia.org/wiki/%E0%A6%9C%E0%A6%BE%E0%A6%AA%E0%A6%BE%E0%A6%A8~ 1~  0~  8~  32~ 28~ 0~   5~  27~ 62~  1~ 0~ 164~ 74887
bs~Japan~https://bs.wikipedia.org/wiki/Japan~ 0~  0~  0~  10~  5~ 0~  20~  22~ 11~  1~ 0~  69~ 21811
bg~Japan~https://bg.wikipedia.org/wiki/%D0%AF%D0%BF%D0%BE%D0%BD%D0%B8%D1%8F~ 0~  1~  1~  22~ 14~ 0~  37~  35~  2~  0~ 0~ 112~ 37872
ca~Japan~https://ca.wikipedia.org/wiki/Jap%C3%B3~ 0~  0~  7~  79~ 75~ 0~  48~ 103~ 76~  1~ 3~ 392~ 86898
ceb~Japan~https://ceb.wikipedia.org/wiki/Hapon~ 0~  0~  0~   1~  0~ 0~   0~   5~  0~  0~ 0~   6~  7100
ny~Japan~https://ny.wikipedia.org/wiki/Japan~ 0~  0~  0~   1~  2~ 1~   4~   2~  1~  0~ 0~  11~  5446
zh~Japan~https://zh.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC~ 5~  0~ 49~ 275~100~ 0~ 495~ 238~513~ 26~ 0~1701~ 88315
zh-TW~Japan~https://zh-classical.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC~ 0~  0~  0~   0~  0~ 0~   0~   0~  0~  0~ 0~   0~  7983
co~Japan~https://co.wikipedia.org/wiki/Giappone~ 0~  0~  0~   1~  2~ 0~   0~   4~  0~  0~ 0~   7~  5444
hr~Japan~https://hr.wikipedia.org/wiki/Japan~ 0~  0~  3~  15~  7~ 0~  20~  34~ 34~  2~ 0~ 115~ 30126
cs~Japan~https://cs.wikipedia.org/wiki/Japonsko~ 0~  0~  5~  35~ 12~ 0~  18~  87~ 44~ 13~ 1~ 215~ 88270
da~Japan~https://da.wikipedia.org/wiki/Japan~ 0~  0~  0~   9~ 10~ 0~  11~  17~  4~  0~ 0~  51~ 25481
nl~Japan~https://nl.wikipedia.org/wiki/Japan~ 0~  0~  7~  24~ 22~ 0~  16~  61~ 16~  0~ 0~ 146~ 48347
en~Japan~https://en.wikipedia.org/wiki/Japan~ 0~  1~ 24~ 114~ 47~ 0~ 137~ 105~ 57~ 11~ 1~ 497~125020
eo~Japan~https://eo.wikipedia.org/wiki/Japanio~ 0~  0~  2~  26~ 10~ 0~  23~  78~ 70~  1~ 1~ 211~ 58787
et~Japan~https://et.wikipedia.org/wiki/Jaapan~ 0~  0~  2~   8~ 47~ 0~  39~  55~ 33~  4~ 0~ 188~ 69523
tl~Japan~https://tl.wikipedia.org/wiki/Hapon~ 0~  0~  8~  20~ 30~ 0~  33~  40~  4~  3~ 0~ 138~ 49184
fi~Japan~https://fi.wikipedia.org/wiki/Japani~ 0~  0~  2~  19~ 27~ 0~  25~  29~ 34~  0~ 0~ 136~ 83464
fr~Japan~https://fr.wikipedia.org/wiki/Japon~ 0~  1~ 30~ 129~ 77~ 0~ 107~ 202~199~ 10~ 0~ 755~143071
fy~Japan~https://fy.wikipedia.org/wiki/Japan~ 0~  0~  2~  11~  5~ 0~  12~  61~ 29~  0~ 0~ 120~ 11962
gl~Japan~https://gl.wikipedia.org/wiki/Xap%C3%B3n~ 0~  1~  9~  90~ 52~ 0~  62~ 175~119~  4~ 1~ 513~110056
ka~Japan~https://ka.wikipedia.org/wiki/%E1%83%98%E1%83%90%E1%83%9E%E1%83%9D%E1%83%9C%E1%83%98%E1%83%90~ 0~  0~  4~  34~ 25~ 2~  46~  32~ 46~  6~ 0~ 195~ 51402
de~Japan~https://de.wikipedia.org/wiki/Japan~ 0~  1~ 37~ 251~132~ 0~ 857~ 362~155~ 14~ 2~1811~140937
el~Japan~https://el.wikipedia.org/wiki/%CE%99%CE%B1%CF%80%CF%89%CE%BD%CE%AF%CE%B1~ 0~  0~  5~  35~  8~ 8~  17~  27~ 15~  3~ 0~ 118~ 59268
gu~Japan~https://gu.wikipedia.org/wiki/%E0%AA%9C%E0%AA%BE%E0%AA%AA%E0%AA%BE%E0%AA%A8~ 0~  0~  1~   2~ 29~ 0~   9~   6~  4~  0~ 0~  51~ 10725
ht~Japan~https://ht.wikipedia.org/wiki/Japon~ 0~  0~  1~   4~  1~ 0~  10~   1~  2~  0~ 0~  19~  6689
ha~Japan~https://ha.wikipedia.org/wiki/Japan~ 0~  0~  0~   9~ 12~ 0~  28~  11~  3~  0~ 0~  63~ 10107
haw~Japan~https://haw.wikipedia.org/wiki/I%C4%81pana~ 0~  0~  5~  13~  7~ 0~   6~  21~  0~  0~ 0~  52~  6721
hi~Japan~https://hi.wikipedia.org/wiki/%E0%A4%9C%E0%A4%BE%E0%A4%AA%E0%A4%BE%E0%A4%A8~ 0~  0~ 10~  17~ 38~ 0~  32~  24~  8~  3~ 0~ 132~ 29723
hu~Japan~https://hu.wikipedia.org/wiki/Jap%C3%A1n~ 0~  0~  8~  34~ 37~ 0~  76~  52~ 26~  4~ 0~ 237~ 62667
is~Japan~https://is.wikipedia.org/wiki/Japan~ 0~  0~  0~   0~  0~ 0~   0~   0~  0~  0~ 0~   0~ 15882
ig~Japan~https://ig.wikipedia.org/wiki/Japan~ 0~  0~  3~   3~  1~ 0~  12~   5~  1~  0~ 0~  25~  5000
id~Japan~https://id.wikipedia.org/wiki/Jepang~ 0~  0~ 12~ 123~ 42~ 0~ 192~  91~ 54~ 27~ 0~ 541~ 77539
ga~Japan~https://ga.wikipedia.org/wiki/An_tSeap%C3%A1in~ 0~  0~  1~   9~  5~ 0~  23~  10~ 11~  0~ 0~  59~ 14356
it~Japan~https://it.wikipedia.org/wiki/Giappone~ 0~  0~ 41~ 179~124~ 4~  65~ 158~ 74~ 12~ 2~ 659~159797
ja~Japan~https://ja.wikipedia.org/wiki/%E6%97%A5%E6%9C%AC~31~  4~100~1168~226~ 3~ 646~1118~246~235~ 1~3778~200399
jw~Japan~https://jv.wikipedia.org/wiki/Jepang~ 1~  0~ 20~  75~ 82~ 0~ 134~  93~113~  2~ 0~ 520~ 62461
kn~Japan~https://kn.wikipedia.org/wiki/%E0%B2%9C%E0%B2%AA%E0%B2%BE%E0%B2%A8%E0%B3%8D~ 0~  0~ 10~  43~ 60~ 0~  70~  57~  7~  0~ 0~ 247~ 93963
kk~Japan~https://kk.wikipedia.org/wiki/%D0%96%D0%B0%D0%BF%D0%BE%D0%BD%D0%B8%D1%8F~ 0~  0~  8~  48~ 24~ 4~ 110~  58~ 27~  2~ 0~ 281~ 35743
km~Japan~https://km.wikipedia.org/wiki/%E1%9E%87%E1%9E%94%E1%9F%89%E1%9E%BB%E1%9E%93~ 0~  0~ 37~  11~  3~ 0~   0~   8~  0~  0~ 0~  59~ 24394
ko~Japan~https://ko.wikipedia.org/wiki/%EC%9D%BC%EB%B3%B8~ 0~  1~ 11~  88~ 19~ 9~  93~  55~ 28~  0~ 0~ 304~ 73032
ku~Japan~https://ku.wikipedia.org/wiki/Japon~ 0~  0~  1~   7~  7~ 0~   7~   7~  7~  0~ 0~  36~  9576
ky~Japan~https://ky.wikipedia.org/wiki/%D0%96%D0%B0%D0%BF%D0%BE%D0%BD%D0%B8%D1%8F~ 0~  0~  0~  10~  8~ 0~   9~   7~  3~  0~ 0~  37~ 12081
lo~Japan~https://lo.wikipedia.org/wiki/%E0%BA%9B%E0%BA%B0%E0%BB%80%E0%BA%97%E0%BA%94%E0%BA%8D%E0%BA%B5%E0%BB%88%E0%BA%9B%E0%BA%B8%E0%BB%88%E0%BA%99~ 0~  0~  0~   3~  0~ 0~   1~   3~  6~  0~ 0~  13~  7311
la~Japan~https://la.wikipedia.org/wiki/Iaponia~ 0~  0~223~  98~ 56~ 0~ 153~ 143~ 24~  5~ 0~ 702~141377
lv~Japan~https://lv.wikipedia.org/wiki/Jap%C4%81na~ 0~  0~  2~  14~ 10~ 0~  21~  22~  4~  2~ 0~  75~ 50733
lt~Japan~https://lt.wikipedia.org/wiki/Japonija~ 0~  0~  0~  33~ 11~ 0~  30~  14~ 17~  0~ 0~ 105~ 44548
lb~Japan~https://lb.wikipedia.org/wiki/Japan~ 0~ 18~ 11~  87~ 13~ 0~  24~  68~ 20~  1~ 0~ 242~ 20748
mk~Japan~https://mk.wikipedia.org/wiki/%D0%88%D0%B0%D0%BF%D0%BE%D0%BD%D0%B8%D1%98%D0%B0~ 0~  0~  3~  34~ 14~ 0~  12~  18~ 11~  3~ 0~  95~ 35875
mg~Japan~https://mg.wikipedia.org/wiki/Jap%C3%A0na~ 0~  0~  1~  24~  4~ 0~  21~  17~  0~  0~ 0~  67~  9041
ms~Japan~https://ms.wikipedia.org/wiki/Jepun~ 0~  1~ 15~ 100~ 61~ 0~ 179~ 126~ 30~ 13~ 1~ 526~ 74703
ml~Japan~https://ml.wikipedia.org/wiki/%E0%B4%9C%E0%B4%AA%E0%B5%8D%E0%B4%AA%E0%B4%BE%E0%B5%BB~ 0~  0~  0~   2~  1~ 0~   6~   1~  3~  0~ 0~  13~ 14721
mt~Japan~https://mt.wikipedia.org/wiki/%C4%A0appun~ 0~  0~  0~   1~  2~ 0~   2~   5~  3~  0~ 0~  13~  8945
mi~Japan~https://mi.wikipedia.org/wiki/Nipono~ 0~  0~  2~   5~  7~ 0~   8~  21~  1~  0~ 0~  44~  6572
mr~Japan~https://mr.wikipedia.org/wiki/%E0%A4%9C%E0%A4%AA%E0%A4%BE%E0%A4%A8~ 0~  0~  1~  30~ 11~ 0~  15~  10~  6~  1~ 0~  74~ 21730
mn~Japan~https://mn.wikipedia.org/wiki/%D0%AF%D0%BF%D0%BE%D0%BD~ 0~  0~  4~  24~ 15~ 1~  33~  47~ 32~  4~ 0~ 160~ 34023
my~Japan~https://my.wikipedia.org/wiki/%E1%80%82%E1%80%BB%E1%80%95%E1%80%94%E1%80%BA%E1%80%94%E1%80%AD%E1%80%AF%E1%80%84%E1%80%BA%E1%80%84%E1%80%B6~ 0~  0~371~ 849~ 85~ 4~ 280~ 457~185~  4~ 0~2235~ 98648
ne~Japan~https://ne.wikipedia.org/wiki/%E0%A4%9C%E0%A4%BE%E0%A4%AA%E0%A4%BE%E0%A4%A8~ 0~  6~  0~  19~ 18~ 0~  30~  19~ 16~  2~ 0~ 110~ 24607
no~Japan~https://no.wikipedia.org/wiki/Japan~ 0~  0~  8~  28~ 14~ 0~  27~  46~  5~  0~ 0~ 128~ 63335
ps~Japan~https://ps.wikipedia.org/wiki/%D8%AC%D8%A7%D9%BE%D8%A7%D9%86~ 0~  0~  1~   4~ 18~ 0~  15~  25~ 17~  1~ 0~  81~ 15431
fa~Japan~https://fa.wikipedia.org/wiki/%DA%98%D8%A7%D9%BE%D9%86~ 3~  1~ 14~ 155~ 40~ 2~  82~ 105~ 55~  4~ 6~ 467~ 59612
pl~Japan~https://pl.wikipedia.org/wiki/Japonia~ 0~  1~  9~ 106~ 28~ 3~ 456~  85~ 43~  6~ 0~ 737~177180
pt~Japan~https://pt.wikipedia.org/wiki/Jap%C3%A3o~ 1~  2~ 28~ 108~ 70~ 0~  68~  95~ 83~  4~ 0~ 459~125333
pa~Japan~https://pa.wikipedia.org/wiki/%E0%A8%9C%E0%A8%AA%E0%A8%BE%E0%A8%A8~ 0~  0~  0~   8~  5~ 0~   4~   4~  1~  0~ 0~  22~  8346
ro~Japan~https://ro.wikipedia.org/wiki/Japonia~ 0~  0~  2~  11~  7~ 1~  16~  46~ 30~  2~ 0~ 115~ 60107
ru~Japan~https://ru.wikipedia.org/wiki/%D0%AF%D0%BF%D0%BE%D0%BD%D0%B8%D1%8F~ 1~ 99~ 52~ 437~104~23~ 523~ 258~ 40~  4~ 0~1541~104026
sm~Japan~https://sm.wikipedia.org/wiki/Iapani~ 0~  0~  1~   4~  0~ 0~   7~   2~  1~  1~ 0~  16~  5650
gd~Japan~https://gd.wikipedia.org/wiki/An_Iapan~ 0~  0~  0~   7~  6~ 0~  30~  12~  3~  2~ 0~  60~ 12203
sr~Japan~https://sr.wikipedia.org/wiki/%D0%88%D0%B0%D0%BF%D0%B0%D0%BD~ 0~  0~  5~  30~ 22~ 0~  62~  88~ 25~  1~ 0~ 233~ 88565
st~Japan~https://st.wikipedia.org/wiki/Japane~ 0~  0~  0~   1~  0~ 0~   2~   2~  0~  0~ 0~   5~  5244
sn~Japan~https://sn.wikipedia.org/wiki/Japan~ 0~  0~  0~   0~  0~ 0~   4~   1~  0~  0~ 0~   5~  5068
sd~Japan~https://sd.wikipedia.org/wiki/%D8%AC%D8%A7%D9%BE%D8%A7%D9%86~ 0~  1~  1~  12~ 20~ 0~  13~  27~  9~  3~ 0~  86~ 13441
si~Japan~https://si.wikipedia.org/wiki/%E0%B6%A2%E0%B6%B4%E0%B7%8F%E0%B6%B1%E0%B6%BA~ 0~  0~  3~   9~  3~ 0~  13~   8~  2~  0~ 0~  38~ 15642
sk~Japan~https://sk.wikipedia.org/wiki/Japonsko~ 0~  0~  1~  21~ 20~ 0~   6~  21~  8~  2~ 0~  79~ 48734
sl~Japan~https://sl.wikipedia.org/wiki/Japonska~ 0~  1~  7~  36~ 33~ 0~  29~  79~ 36~  1~ 0~ 222~ 93330
so~Japan~https://so.wikipedia.org/wiki/Jabaan~ 0~  0~  1~   2~  2~ 0~   2~  18~  3~  0~ 0~  28~ 11420
es~Japan~https://es.wikipedia.org/wiki/Jap%C3%B3n~ 0~  0~ 14~ 104~ 46~ 0~  53~  90~ 40~  5~ 1~ 353~124625
su~Japan~https://su.wikipedia.org/wiki/Jepang~ 0~  0~  0~  16~ 14~ 0~  20~  21~  5~  0~ 0~  76~ 24424
sw~Japan~https://sw.wikipedia.org/wiki/Japani~ 0~  0~  2~  10~  3~ 0~  17~  13~  8~  1~ 0~  54~ 13184
sv~Japan~https://sv.wikipedia.org/wiki/Japan~ 0~  0~  7~  35~ 35~ 5~  34~  71~ 41~  3~ 0~ 231~ 82857
tg~Japan~https://tg.wikipedia.org/wiki/%D2%B6%D0%BE%D0%BF%D0%BE%D0%BD~ 0~  0~  0~   2~  6~ 0~   1~   3~  1~  0~ 0~  13~  8895
ta~Japan~https://ta.wikipedia.org/wiki/%E0%AE%AF%E0%AE%AA%E0%AF%8D%E0%AE%AA%E0%AE%BE%E0%AE%A9%E0%AF%8D~ 0~  0~  0~   6~  1~ 0~  17~  12~  0~  0~ 0~  36~ 27461
te~Japan~https://te.wikipedia.org/wiki/%E0%B0%9C%E0%B0%AA%E0%B0%BE%E0%B0%A8%E0%B1%8D~ 0~  0~  1~  55~  7~ 0~  10~  20~  5~  1~ 0~  99~ 48194
th~Japan~https://th.wikipedia.org/wiki/%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%8D%E0%B8%B5%E0%B9%88%E0%B8%9B%E0%B8%B8%E0%B9%88%E0%B8%99~ 2~  0~136~ 590~357~ 0~ 566~ 513~119~ 29~ 2~2314~105161
tr~Japan~https://tr.wikipedia.org/wiki/Japonya~ 0~  0~  9~  43~ 32~ 2~  72~ 112~ 69~  0~ 0~ 339~ 89404
uk~Japan~https://uk.wikipedia.org/wiki/%D0%AF%D0%BF%D0%BE%D0%BD%D1%96%D1%8F~ 0~  0~  2~  26~ 12~ 2~  47~  50~ 36~  0~ 0~ 175~ 85552
ur~Japan~https://ur.wikipedia.org/wiki/%D8%AC%D8%A7%D9%BE%D8%A7%D9%86~ 0~  4~135~ 617~586~ 0~ 236~ 510~ 81~ 59~ 1~2229~164653
uz~Japan~https://uz.wikipedia.org/wiki/Yaponiya~ 0~  0~  9~  51~ 48~ 0~  57~ 131~ 27~  5~ 0~ 328~ 63959
vi~Japan~https://vi.wikipedia.org/wiki/Nh%E1%BA%ADt_B%E1%BA%A3n~ 2~  0~ 44~ 324~ 93~ 0~  93~ 338~ 73~  9~ 0~ 976~130816
cy~Japan~https://cy.wikipedia.org/wiki/Japan~ 0~  0~  1~  11~  9~ 0~  26~  17~  8~  0~ 0~  72~ 26150
xh~Japan~https://xh.wikipedia.org/wiki/IJapani~ 0~  0~  2~   2~  1~ 0~   0~   5~  2~  0~ 0~  12~  6820
yi~Japan~https://yi.wikipedia.org/wiki/%D7%99%D7%90%D7%A4%D7%90%D7%9F~ 0~  0~  1~   4~  9~ 0~   1~  14~ 11~  0~ 0~  40~ 16159
yo~Japan~https://yo.wikipedia.org/wiki/Japan~ 0~  0~  4~  23~ 23~ 0~   9~  40~ 11~  6~ 0~ 116~ 12483
zu~Japan~https://zu.wikipedia.org/wiki/IJaphani~ 0~  0~  1~   0~  0~ 0~   1~   3~  0~  0~ 0~   5~  5429
af~Jordan~https://af.wikipedia.org/wiki/Jordani%C3%AB~ 0~  0~  3~  12~  7~ 0~  26~   7~  6~  0~ 0~  61~ 19026
sq~Jordan~https://sq.wikipedia.org/wiki/Jordania~ 0~  0~  2~  29~ 15~ 0~  23~  42~  2~  1~ 0~ 114~ 27950
am~Jordan~https://am.wikipedia.org/wiki/%E1%8B%AE%E1%88%AD%E1%8B%B3%E1%8A%96%E1%88%B5~ 0~  0~  0~   0~  0~ 0~   1~   7~  0~  0~ 0~   8~  4910
ar~Jordan~https://ar.wikipedia.org/wiki/%D8%A7%D9%84%D8%A3%D8%B1%D8%AF%D9%86~ 0~  0~ 55~ 146~128~ 0~ 413~ 208~ 51~ 11~ 0~1012~184791
hy~Jordan~https://hy.wikipedia.org/wiki/%D5%80%D5%B8%D6%80%D5%A4%D5%A1%D5%B6%D5%A1%D5%B6~ 0~  0~  2~   5~  2~ 1~  10~  12~  7~  0~ 0~  39~ 22775
az~Jordan~https://az.wikipedia.org/wiki/%C4%B0ordaniya~ 0~  0~  3~   2~  4~ 2~  10~  21~ 10~  3~ 0~  55~ 14990
eu~Jordan~https://eu.wikipedia.org/wiki/Jordania~ 0~  0~  4~  23~ 26~ 0~  18~  21~  3~  1~ 0~  96~ 22177
be~Jordan~https://be.wikipedia.org/wiki/%D0%86%D0%B0%D1%80%D0%B4%D0%B0%D0%BD%D1%96%D1%8F~ 1~  0~  0~   2~  1~ 0~   1~   7~  5~  0~ 0~  17~ 16052
bn~Jordan~https://bn.wikipedia.org/wiki/%E0%A6%9C%E0%A6%B0%E0%A7%8D%E0%A6%A1%E0%A6%BE%E0%A6%A8~ 0~  0~  3~  11~ 13~ 0~   4~  21~ 11~  0~ 0~  63~ 15606
bs~Jordan~https://bs.wikipedia.org/wiki/Jordan~ 0~  0~  1~   2~  3~ 0~   7~   5~  0~  0~ 0~  18~ 10892
bg~Jordan~https://bg.wikipedia.org/wiki/%D0%99%D0%BE%D1%80%D0%B4%D0%B0%D0%BD%D0%B8%D1%8F~ 0~  1~  0~   0~  1~ 0~   6~   9~  0~  0~ 0~  17~ 11930
