"loc","lon","lat","MATCHUP","MATCHUP.1","TIME","TV","tickets","Date","dt","rk","id"
"Snapdragon Stadium, San Diego, CA",-117.1224366,32.7841307,"Boise State","@  San Diego State","10:30 PM","CBSSN","Tickets as low as $73","Friday, September 22, 2023","2023-09-22",14,35
"Snapdragon Stadium, San Diego, CA",-117.1224366,32.7841307,"Idaho State","@  San Diego State","10:30 PM","CBSSN","Tickets as low as $32","Saturday, September 2, 2023","2023-09-02",4,35
"Snapdragon Stadium, San Diego, CA",-117.1224366,32.7841307,"Nevada","@  San Diego State","TBD","","Tickets as low as $41","Saturday, October 21, 2023","2023-10-21",32,35
"Snapdragon Stadium, San Diego, CA",-117.1224366,32.7841307,"Ohio","@  San Diego State","7:00 PM","FS1","Tickets as low as $32","Saturday, August 26, 2023","2023-08-26",1,35
"Snapdragon Stadium, San Diego, CA",-117.1224366,32.7841307,"Fresno State","@  San Diego State","TBD","","Tickets as low as $41","Saturday, November 25, 2023","2023-11-25",56,35
"Snapdragon Stadium, San Diego, CA",-117.1224366,32.7841307,"UCLA","@  San Diego State","7:30 PM","CBS","Tickets as low as $73","Saturday, September 9, 2023","2023-09-09",9,35
"Snapdragon Stadium, San Diego, CA",-117.1224366,32.7841307,"Utah State","@  San Diego State","TBD","","Tickets as low as $41","Saturday, November 4, 2023","2023-11-04",42,35
"Spartan Stadium, East Lansing, MI",-84.4848762,42.7281862,"Nebraska","@  Michigan State","TBD","","Tickets as low as $50","Saturday, November 4, 2023","2023-11-04",42,137
"Spartan Stadium, East Lansing, MI",-84.4848762,42.7281862,"Richmond","@  Michigan State","3:30 PM","BTN","Tickets as low as $28","Saturday, September 9, 2023","2023-09-09",9,137
"Spartan Stadium, East Lansing, MI",-84.4848762,42.7281862,"Maryland","@  Michigan State","TBD","","Tickets as low as $42","Saturday, September 23, 2023","2023-09-23",15,137
"Spartan Stadium, East Lansing, MI",-84.4848762,42.7281862,"Michigan","@  Michigan State","TBD","","Tickets as low as $225","Saturday, October 21, 2023","2023-10-21",32,137
"Spartan Stadium, East Lansing, MI",-84.4848762,42.7281862,"Central Michigan","@  Michigan State","7:00 PM","FS1","Tickets as low as $49","Friday, September 1, 2023","2023-09-01",3,137
"Spartan Stadium, East Lansing, MI",-84.4848762,42.7281862,"Washington","@  Michigan State","5:00 PM","Peacock","Tickets as low as $64","Saturday, September 16, 2023","2023-09-16",12,137
"Stanford Stadium, Stanford, CA",-122.1611227,37.4345298,"Oregon","@  Stanford","TBD","","Tickets as low as $50","Saturday, September 30, 2023","2023-09-30",18,80
"Stanford Stadium, Stanford, CA",-122.1611227,37.4345298,"UCLA","@  Stanford","TBD","","Tickets as low as $55","Saturday, October 21, 2023","2023-10-21",32,80
"Stanford Stadium, Stanford, CA",-122.1611227,37.4345298,"Sacramento State","@  Stanford","8:00 PM","","Tickets as low as $19","Saturday, September 16, 2023","2023-09-16",12,80
"Stanford Stadium, Stanford, CA",-122.1611227,37.4345298,"California","@  Stanford","TBD","","Tickets as low as $68","Saturday, November 18, 2023","2023-11-18",52,80
"Stanford Stadium, Stanford, CA",-122.1611227,37.4345298,"Notre Dame","@  Stanford","TBD","","Tickets as low as $92","Saturday, November 25, 2023","2023-11-25",56,80
"Stanford Stadium, Stanford, CA",-122.1611227,37.4345298,"Washington","@  Stanford","TBD","","Tickets as low as $51","Saturday, October 28, 2023","2023-10-28",37,80
"Stanford Stadium, Stanford, CA",-122.1611227,37.4345298,"Arizona","@  Stanford","TBD","","Tickets as low as $44","Saturday, September 23, 2023","2023-09-23",15,80
"Sun Bowl, El Paso, TX",-106.5079256,31.7733442,"Louisiana Tech","@  UTEP","9:00 PM","CBSSN","Tickets as low as $22","Friday, September 29, 2023","2023-09-29",17,25
"Sun Bowl, El Paso, TX",-106.5079256,31.7733442,"Liberty","@  UTEP","3:30 PM","CBSSN","Tickets as low as $26","Saturday, November 25, 2023","2023-11-25",56,25
"Sun Bowl, El Paso, TX",-106.5079256,31.7733442,"New Mexico State","@  UTEP","9:00 PM","","Tickets as low as $30","Wednesday, October 18, 2023","2023-10-18",29,25
"Sun Bowl, El Paso, TX",-106.5079256,31.7733442,"UNLV","@  UTEP","TBD","","Tickets as low as $22","Saturday, September 23, 2023","2023-09-23",15,25
"Sun Bowl, El Paso, TX",-106.5079256,31.7733442,"Western Kentucky","@  UTEP","TBD","","Tickets as low as $22","Saturday, November 4, 2023","2023-11-04",42,25
"Sun Bowl, El Paso, TX",-106.5079256,31.7733442,"Incarnate Word","@  UTEP","9:00 PM","","Tickets as low as $17","Saturday, September 2, 2023","2023-09-02",4,25
"Sun Devil Stadium, Tempe, AZ",-111.9325733,33.426453,"Washington State","@  Arizona State","TBD","","Tickets as low as $27","Saturday, October 28, 2023","2023-10-28",37,39
"Sun Devil Stadium, Tempe, AZ",-111.9325733,33.426453,"Southern Utah","@  Arizona State","10:00 PM","PAC12","Tickets as low as $10","Thursday, August 31, 2023","2023-08-31",2,39
"Sun Devil Stadium, Tempe, AZ",-111.9325733,33.426453,"Arizona","@  Arizona State","TBD","","Tickets as low as $40","Saturday, November 25, 2023","2023-11-25",56,39
"Sun Devil Stadium, Tempe, AZ",-111.9325733,33.426453,"USC","@  Arizona State","TBD","","Tickets as low as $48","Saturday, September 23, 2023","2023-09-23",15,39
"Sun Devil Stadium, Tempe, AZ",-111.9325733,33.426453,"Colorado","@  Arizona State","TBD","","Tickets as low as $43","Saturday, October 7, 2023","2023-10-07",22,39
"Sun Devil Stadium, Tempe, AZ",-111.9325733,33.426453,"Fresno State","@  Arizona State","10:30 PM","FS1","Tickets as low as $17","Saturday, September 16, 2023","2023-09-16",12,39
"Sun Devil Stadium, Tempe, AZ",-111.9325733,33.426453,"Oregon","@  Arizona State","TBD","","Tickets as low as $38","Saturday, November 18, 2023","2023-11-18",52,39
"Sun Devil Stadium, Tempe, AZ",-111.9325733,33.426453,"Oklahoma State","@  Arizona State","10:30 PM","FS1","Tickets as low as $30","Saturday, September 9, 2023","2023-09-09",9,39
"TDECU Stadium, Houston, TX",-95.3489815,29.722565,"Sam Houston","@  Houston","7:00 PM","BIG12|ESPN+","Tickets as low as $12","Saturday, September 23, 2023","2023-09-23",15,12
"TDECU Stadium, Houston, TX",-95.3489815,29.722565,"Oklahoma State","@  Houston","TBD","","Tickets as low as $27","Saturday, November 18, 2023","2023-11-18",52,12
"TDECU Stadium, Houston, TX",-95.3489815,29.722565,"UTSA","@  Houston","7:00 PM","FS1","Tickets as low as $12","Saturday, September 2, 2023","2023-09-02",4,12
"TDECU Stadium, Houston, TX",-95.3489815,29.722565,"Cincinnati","@  Houston","TBD","","Tickets as low as $20","Saturday, November 11, 2023","2023-11-11",47,12
"TDECU Stadium, Houston, TX",-95.3489815,29.722565,"TCU","@  Houston","8:00 PM","FOX","Tickets as low as $33","Saturday, September 16, 2023","2023-09-16",12,12
"TDECU Stadium, Houston, TX",-95.3489815,29.722565,"West Virginia","@  Houston","7:00 PM","FS1","Tickets as low as $27","Thursday, October 12, 2023","2023-10-12",25,12
"TDECU Stadium, Houston, TX",-95.3489815,29.722565,"Texas","@  Houston","TBD","","Tickets as low as $118","Saturday, October 21, 2023","2023-10-21",32,12
"The Dome at America's Center, Saint Louis, MO",-90.1885068,38.6328232,"Memphis","@  Missouri","TBD","","Tickets as low as $36","Saturday, September 23, 2023","2023-09-23",15,87
"TIAA Bank Field, Jacksonville, FL",-81.6373497,30.3239099,"Georgia","@  Florida","3:30 PM","CBS","Tickets as low as $196","Saturday, October 28, 2023","2023-10-28",37,17
"Tiger Stadium (LA), Baton Rouge, LA",-91.1838163,30.412035,"Texas A&M","@  LSU","TBD","","Tickets as low as $69","Saturday, November 25, 2023","2023-11-25",56,18
"Tiger Stadium (LA), Baton Rouge, LA",-91.1838163,30.412035,"Grambling","@  LSU","7:30 PM","","Tickets as low as $15","Saturday, September 9, 2023","2023-09-09",9,18
"Tiger Stadium (LA), Baton Rouge, LA",-91.1838163,30.412035,"Army","@  LSU","TBD","","Tickets as low as $21","Saturday, October 21, 2023","2023-10-21",32,18
"Tiger Stadium (LA), Baton Rouge, LA",-91.1838163,30.412035,"Auburn","@  LSU","TBD","","Tickets as low as $72","Saturday, October 14, 2023","2023-10-14",27,18
"Tiger Stadium (LA), Baton Rouge, LA",-91.1838163,30.412035,"Arkansas","@  LSU","TBD","","Tickets as low as $48","Saturday, September 23, 2023","2023-09-23",15,18
"Tiger Stadium (LA), Baton Rouge, LA",-91.1838163,30.412035,"Georgia State","@  LSU","TBD","","Tickets as low as $11","Saturday, November 18, 2023","2023-11-18",52,18
"Tiger Stadium (LA), Baton Rouge, LA",-91.1838163,30.412035,"Florida","@  LSU","TBD","","Tickets as low as $77","Saturday, November 11, 2023","2023-11-11",47,18
"Truist Field, Winston-Salem, NC",-80.2554475,36.1314553,"Florida State","@  Wake Forest","TBD","","Tickets as low as $30","Saturday, October 28, 2023","2023-10-28",37,69
"Truist Field, Winston-Salem, NC",-80.2554475,36.1314553,"Pittsburgh","@  Wake Forest","TBD","","Tickets as low as $33","Saturday, October 21, 2023","2023-10-21",32,69
"Truist Field, Winston-Salem, NC",-80.2554475,36.1314553,"Vanderbilt","@  Wake Forest","11:00 AM","","Tickets as low as $26","Saturday, September 9, 2023","2023-09-09",9,69
"Truist Field, Winston-Salem, NC",-80.2554475,36.1314553,"Elon","@  Wake Forest","7:00 PM","","Tickets as low as $22","Thursday, August 31, 2023","2023-08-31",2,69
"Truist Field, Winston-Salem, NC",-80.2554475,36.1314553,"Georgia Tech","@  Wake Forest","TBD","","Tickets as low as $36","Saturday, September 23, 2023","2023-09-23",15,69
"Truist Field, Winston-Salem, NC",-80.2554475,36.1314553,"NC State","@  Wake Forest","TBD","","Tickets as low as $40","Saturday, November 11, 2023","2023-11-11",47,69
"UB Stadium, Buffalo, NY",-78.7775225,42.9991427,"Fordham","@  Buffalo","6:00 PM","","Tickets as low as $52","Saturday, September 9, 2023","2023-09-09",9,138
"UB Stadium, Buffalo, NY",-78.7775225,42.9991427,"Central Michigan","@  Buffalo","TBD","","Tickets as low as $46","Saturday, October 7, 2023","2023-10-07",22,138
"UB Stadium, Buffalo, NY",-78.7775225,42.9991427,"Eastern Michigan","@  Buffalo","TBD",NA,"Tickets as low as $19","Tuesday, November 21, 2023","2023-11-21",53,138
"UB Stadium, Buffalo, NY",-78.7775225,42.9991427,"Liberty","@  Buffalo","12:00 PM","CBSSN","Tickets as low as $49","Saturday, September 16, 2023","2023-09-16",12,138
"UB Stadium, Buffalo, NY",-78.7775225,42.9991427,"Ohio","@  Buffalo","TBD",NA,"Tickets as low as $19","Tuesday, November 7, 2023","2023-11-07",43,138
"UB Stadium, Buffalo, NY",-78.7775225,42.9991427,"Bowling Green","@  Buffalo","TBD","","Tickets as low as $91","Saturday, October 14, 2023","2023-10-14",27,138
"University Stadium (NM), Albuquerque, NM",-106.6283203,35.0669403,"Tennessee Tech","@  New Mexico","TBD","","Tickets as low as $25","Saturday, September 9, 2023","2023-09-09",9,54
"University Stadium (NM), Albuquerque, NM",-106.6283203,35.0669403,"New Mexico State","@  New Mexico","TBD","","Tickets as low as $43","Saturday, September 16, 2023","2023-09-16",12,54
"University Stadium (NM), Albuquerque, NM",-106.6283203,35.0669403,"UNLV","@  New Mexico","TBD","","Tickets as low as $32","Saturday, November 4, 2023","2023-11-04",42,54
"University Stadium (NM), Albuquerque, NM",-106.6283203,35.0669403,"Utah State","@  New Mexico","3:30 PM","CBSSN","Tickets as low as $32","Friday, November 24, 2023","2023-11-24",55,54
"University Stadium (NM), Albuquerque, NM",-106.6283203,35.0669403,"San José State","@  New Mexico","TBD","","Tickets as low as $25","Saturday, October 14, 2023","2023-10-14",27,54
"University Stadium (NM), Albuquerque, NM",-106.6283203,35.0669403,"Hawai'i","@  New Mexico","TBD","","Tickets as low as $32","Saturday, October 21, 2023","2023-10-21",32,54
"Vaught-Hemingway Stadium, Oxford, MS",-89.5342191,34.3619355,"Arkansas","@  Ole Miss","TBD","","Tickets as low as $48","Saturday, October 7, 2023","2023-10-07",22,51
"Vaught-Hemingway Stadium, Oxford, MS",-89.5342191,34.3619355,"Texas A&M","@  Ole Miss","TBD","","Tickets as low as $50","Saturday, November 4, 2023","2023-11-04",42,51
"Vaught-Hemingway Stadium, Oxford, MS",-89.5342191,34.3619355,"UL Monroe","@  Ole Miss","TBD","","Tickets as low as $8","Saturday, November 18, 2023","2023-11-18",52,51
"Vaught-Hemingway Stadium, Oxford, MS",-89.5342191,34.3619355,"LSU","@  Ole Miss","TBD","","Tickets as low as $90","Saturday, September 30, 2023","2023-09-30",18,51
"Vaught-Hemingway Stadium, Oxford, MS",-89.5342191,34.3619355,"Vanderbilt","@  Ole Miss","TBD","","Tickets as low as $16","Saturday, October 28, 2023","2023-10-28",37,51
"Vaught-Hemingway Stadium, Oxford, MS",-89.5342191,34.3619355,"Mercer","@  Ole Miss","2:00 PM","","Tickets as low as $6","Saturday, September 2, 2023","2023-09-02",4,51
"Vaught-Hemingway Stadium, Oxford, MS",-89.5342191,34.3619355,"Georgia Tech","@  Ole Miss","7:30 PM","","Tickets as low as $27","Saturday, September 16, 2023","2023-09-16",12,51
"Veterans Memorial Stadium (AL), Troy, AL",-85.951846,31.7995116,"Arkansas State","@  Troy","TBD","","Tickets as low as $22","Saturday, October 7, 2023","2023-10-07",22,26
"Veterans Memorial Stadium (AL), Troy, AL",-85.951846,31.7995116,"South Alabama","@  Troy","7:30 PM","","Tickets as low as $18","Thursday, November 2, 2023","2023-11-02",40,26
"Veterans Memorial Stadium (AL), Troy, AL",-85.951846,31.7995116,"Louisiana","@  Troy","TBD","","Tickets as low as $18","Saturday, November 18, 2023","2023-11-18",52,26
"Veterans Memorial Stadium (AL), Troy, AL",-85.951846,31.7995116,"James Madison","@  Troy","TBD","","Tickets as low as $18","Saturday, September 16, 2023","2023-09-16",12,26
"Veterans Memorial Stadium (AL), Troy, AL",-85.951846,31.7995116,"Stephen F. Austin","@  Troy","7:00 PM","","Tickets as low as $18","Saturday, September 2, 2023","2023-09-02",4,26
"Veterans Memorial Stadium (AL), Troy, AL",-85.951846,31.7995116,"Western Kentucky","@  Troy","TBD","","Tickets as low as $18","Saturday, September 23, 2023","2023-09-23",15,26
"Waldo Stadium, Kalamazoo, MI",-85.6009176,42.2855272,"Ball State","@  Western Michigan","TBD","","Tickets as low as $26","Saturday, September 30, 2023","2023-09-30",18,133
"Waldo Stadium, Kalamazoo, MI",-85.6009176,42.2855272,"St. Francis (PA)","@  Western Michigan","7:00 PM","","Tickets as low as $22","Thursday, August 31, 2023","2023-08-31",2,133
"Waldo Stadium, Kalamazoo, MI",-85.6009176,42.2855272,"Central Michigan","@  Western Michigan","TBD",NA,"Tickets as low as $25","Tuesday, November 7, 2023","2023-11-07",43,133
"Waldo Stadium, Kalamazoo, MI",-85.6009176,42.2855272,"Miami (OH)","@  Western Michigan","TBD","","Tickets as low as $26","Saturday, October 14, 2023","2023-10-14",27,133
"Waldo Stadium, Kalamazoo, MI",-85.6009176,42.2855272,"Bowling Green","@  Western Michigan","TBD",NA,"Tickets as low as $23","Tuesday, November 21, 2023","2023-11-21",53,133
"Wallace Wade Stadium, Durham, NC",-78.941737,35.9953593,"Clemson","@  Duke","8:00 PM",NA,"Tickets as low as $70","Monday, September 4, 2023","2023-09-04",6,65
"Wallace Wade Stadium, Durham, NC",-78.941737,35.9953593,"Notre Dame","@  Duke","TBD","","Tickets as low as $70","Saturday, September 30, 2023","2023-09-30",18,65
"Wallace Wade Stadium, Durham, NC",-78.941737,35.9953593,"NC State","@  Duke","TBD","","Tickets as low as $48","Saturday, October 14, 2023","2023-10-14",27,65
"Wallace Wade Stadium, Durham, NC",-78.941737,35.9953593,"Lafayette","@  Duke","6:00 PM","","Tickets as low as $13","Saturday, September 9, 2023","2023-09-09",9,65
"Wallace Wade Stadium, Durham, NC",-78.941737,35.9953593,"Pittsburgh","@  Duke","TBD","","Tickets as low as $18","Saturday, November 25, 2023","2023-11-25",56,65
"Wallace Wade Stadium, Durham, NC",-78.941737,35.9953593,"Wake Forest","@  Duke","7:30 PM","","Tickets as low as $20","Thursday, November 2, 2023","2023-11-02",40,65
"Wallace Wade Stadium, Durham, NC",-78.941737,35.9953593,"Northwestern","@  Duke","3:30 PM","","Tickets as low as $15","Saturday, September 16, 2023","2023-09-16",12,65
"War Memorial Stadium (AR), Little Rock, AR",-92.3301268,34.749861,"Western Carolina","@  Arkansas","4:00 PM","","Tickets as low as $54","Saturday, September 2, 2023","2023-09-02",4,53
"Warren McGuirk Alumni Stadium, Amherst, MA",-72.5360405,42.377271,"Miami (OH)","@  UMass","3:30 PM","","Tickets as low as $39","Saturday, September 9, 2023","2023-09-09",9,136
"Warren McGuirk Alumni Stadium, Amherst, MA",-72.5360405,42.377271,"Toledo","@  UMass","TBD","","Tickets as low as $44","Saturday, October 7, 2023","2023-10-07",22,136
"Warren McGuirk Alumni Stadium, Amherst, MA",-72.5360405,42.377271,"Merrimack","@  UMass","TBD","","Tickets as low as $44","Saturday, November 4, 2023","2023-11-04",42,136
"Warren McGuirk Alumni Stadium, Amherst, MA",-72.5360405,42.377271,"New Mexico","@  UMass","TBD","","Tickets as low as $36","Saturday, September 23, 2023","2023-09-23",15,136
"Warren McGuirk Alumni Stadium, Amherst, MA",-72.5360405,42.377271,"Arkansas State","@  UMass","TBD","","Tickets as low as $42","Saturday, September 30, 2023","2023-09-30",18,136
"Williams Stadium (VA), Lynchburg, VA",-79.1751434,37.3543549,"Sam Houston","@  Liberty","7:00 PM","CBSSN","Tickets as low as $17","Thursday, October 5, 2023","2023-10-05",20,79
"Williams Stadium (VA), Lynchburg, VA",-79.1751434,37.3543549,"New Mexico State","@  Liberty","6:00 PM","","Tickets as low as $26","Saturday, September 9, 2023","2023-09-09",9,79
"Williams Stadium (VA), Lynchburg, VA",-79.1751434,37.3543549,"Bowling Green","@  Liberty","12:00 PM","CBSSN","Tickets as low as $26","Saturday, September 2, 2023","2023-09-02",4,79
"Williams Stadium (VA), Lynchburg, VA",-79.1751434,37.3543549,"UMass","@  Liberty","TBD","","Tickets as low as $17","Saturday, November 18, 2023","2023-11-18",52,79
"Williams Stadium (VA), Lynchburg, VA",-79.1751434,37.3543549,"Louisiana Tech","@  Liberty","6:00 PM","CBSSN","Tickets as low as $26","Saturday, November 4, 2023","2023-11-04",42,79
"Williams Stadium (VA), Lynchburg, VA",-79.1751434,37.3543549,"Old Dominion","@  Liberty","TBD","","Tickets as low as $31","Saturday, November 11, 2023","2023-11-11",47,79
"Williams Stadium (VA), Lynchburg, VA",-79.1751434,37.3543549,"Middle Tennessee","@  Liberty","7:00 PM","CBSSN","Tickets as low as $17","Tuesday, October 17, 2023","2023-10-17",28,79
"Williams-Brice Stadium, Columbia, SC",-81.0191854,33.9730884,"Clemson","@  South Carolina","TBD","","Tickets as low as $194","Saturday, November 25, 2023","2023-11-25",56,48
"Williams-Brice Stadium, Columbia, SC",-81.0191854,33.9730884,"Jacksonville State","@  South Carolina","TBD","","Tickets as low as $31","Saturday, November 4, 2023","2023-11-04",42,48
"Williams-Brice Stadium, Columbia, SC",-81.0191854,33.9730884,"Florida","@  South Carolina","TBD","","Tickets as low as $87","Saturday, October 14, 2023","2023-10-14",27,48
"Williams-Brice Stadium, Columbia, SC",-81.0191854,33.9730884,"Vanderbilt","@  South Carolina","TBD","","Tickets as low as $49","Saturday, November 11, 2023","2023-11-11",47,48
"Williams-Brice Stadium, Columbia, SC",-81.0191854,33.9730884,"Mississippi State","@  South Carolina","TBD","","Tickets as low as $74","Saturday, September 23, 2023","2023-09-23",15,48
"Williams-Brice Stadium, Columbia, SC",-81.0191854,33.9730884,"Furman","@  South Carolina","7:30 PM","","Tickets as low as $44","Saturday, September 9, 2023","2023-09-09",9,48
"Williams-Brice Stadium, Columbia, SC",-81.0191854,33.9730884,"Kentucky","@  South Carolina","TBD","","Tickets as low as $65","Saturday, November 18, 2023","2023-11-18",52,48
"Wrigley Field, Chicago, IL",-87.6553327,41.9484384,"Iowa","@  Northwestern","TBD","","Tickets as low as $288","Saturday, November 4, 2023","2023-11-04",42,127
"Yager Stadium, Oxford, OH",-84.7329379,39.5195186,"Toledo","@  Miami (OH)","TBD","","Tickets as low as $53","Saturday, October 21, 2023","2023-10-21",32,97
"Yager Stadium, Oxford, OH",-84.7329379,39.5195186,"Delaware State","@  Miami (OH)","TBD","","Tickets as low as $56","Saturday, September 23, 2023","2023-09-23",15,97
"Yager Stadium, Oxford, OH",-84.7329379,39.5195186,"Bowling Green","@  Miami (OH)","TBD","","Tickets as low as $57","Saturday, October 7, 2023","2023-10-07",22,97
"Yager Stadium, Oxford, OH",-84.7329379,39.5195186,"Akron","@  Miami (OH)","TBD",NA,"Tickets as low as $51","Wednesday, November 8, 2023","2023-11-08",44,97
"Yager Stadium, Oxford, OH",-84.7329379,39.5195186,"Buffalo","@  Miami (OH)","7:00 PM",NA,"Tickets as low as $47","Wednesday, November 15, 2023","2023-11-15",49,97
"Yankee Stadium, Bronx, NY",-73.9261745,40.8296426,"Pittsburgh","@  Syracuse","TBD","","Tickets as low as $132","Saturday, November 11, 2023","2023-11-11",47,116
"Yulman Stadium, New Orleans, LA",-90.116692,29.944616,"South Alabama","@  Tulane","8:00 PM","","Tickets as low as $7","Saturday, September 2, 2023","2023-09-02",4,14
"Yulman Stadium, New Orleans, LA",-90.116692,29.944616,"UTSA","@  Tulane","TBD","","Tickets as low as $13","Saturday, November 25, 2023","2023-11-25",56,14
"Yulman Stadium, New Orleans, LA",-90.116692,29.944616,"North Texas","@  Tulane","TBD","","Tickets as low as $13","Saturday, October 21, 2023","2023-10-21",32,14
"Yulman Stadium, New Orleans, LA",-90.116692,29.944616,"Nicholls","@  Tulane","TBD","","Tickets as low as $7","Saturday, September 23, 2023","2023-09-23",15,14
"Yulman Stadium, New Orleans, LA",-90.116692,29.944616,"UAB","@  Tulane","TBD","","Tickets as low as $7","Saturday, September 30, 2023","2023-09-30",18,14
"Yulman Stadium, New Orleans, LA",-90.116692,29.944616,"Tulsa","@  Tulane","TBD","","Tickets as low as $11","Saturday, November 11, 2023","2023-11-11",47,14
"Yulman Stadium, New Orleans, LA",-90.116692,29.944616,"Ole Miss","@  Tulane","3:30 PM","","Tickets as low as $73","Saturday, September 9, 2023","2023-09-09",9,14
